id,name,semantic_name,description,alt_text,category_slug,category,source_slide,slide_order,primary_use_group,use_groups,tags,png_512
industrial-energy-safety-001,Offshore Platform,offshore-platform,"Offshore platform or industrial water facility, representing offshore operations or marine energy asset.",Offshore platform or industrial water facility.,industrial-energy-safety,"Industrial, Energy & Safety",10,1,design-creative-assets,design-creative-assets;digital-it-security;documents-files-records;facilities-workplace;industrial-equipment;logistics-transport;offshore-marine;oil-gas-energy;safety-hse,asset;design-creative-assets;digital-it-security;documents-files-records;energy;facilities-workplace;facility;industrial;industrial-energy-safety;industrial-equipment;logistics-transport;marine;offshore;offshore-marine;offshore-platform;oil-gas-energy;operations;or;platform;representing;safety-hse;water,png/512/industrial-energy-safety/industrial-energy-safety-001.png
industrial-energy-safety-002,Industrial Factory,industrial-factory,"Factory, representing industrial facility, operations, or production plant.",Factory.,industrial-energy-safety,"Industrial, Energy & Safety",10,2,digital-it-security,digital-it-security;facilities-workplace;industrial-equipment;oil-gas-energy;safety-hse;sustainability-environment,digital-it-security;facilities-workplace;facility;factory;industrial;industrial-energy-safety;industrial-equipment;industrial-factory;oil-gas-energy;operations;or;plant;production;representing;safety-hse;sustainability-environment,png/512/industrial-energy-safety/industrial-energy-safety-002.png
industrial-energy-safety-003,Restricted Card,restricted-card,"Card with diagonal slash, representing restricted access, blocked item, or prohibition.",Card with diagonal slash.,industrial-energy-safety,"Industrial, Energy & Safety",10,3,digital-it-security,digital-it-security;industrial-equipment;legal-compliance-governance;oil-gas-energy;safety-hse,access;blocked;card;diagonal;digital-it-security;industrial-energy-safety;industrial-equipment;item;legal-compliance-governance;oil-gas-energy;or;prohibition;representing;restricted;restricted-card;safety-hse;slash;with,png/512/industrial-energy-safety/industrial-energy-safety-003.png
industrial-energy-safety-004,Pipeline Valve,pipeline-valve,"Pipeline valve, representing flow control, isolation, or industrial utilities.",Pipeline valve.,industrial-energy-safety,"Industrial, Energy & Safety",10,4,digital-it-security,digital-it-security;industrial-equipment;oil-gas-energy;safety-hse,control;digital-it-security;flow;industrial;industrial-energy-safety;industrial-equipment;isolation;oil-gas-energy;or;pipeline;pipeline-valve;representing;safety-hse;utilities;valve,png/512/industrial-energy-safety/industrial-energy-safety-004.png
industrial-energy-safety-005,Safety Workers,safety-workers,"Workers in hand, representing workforce safety, crew protection, or HSE culture.",Workers in hand.,industrial-energy-safety,"Industrial, Energy & Safety",10,5,industrial-equipment,industrial-equipment;oil-gas-energy;people-hr-workforce;safety-hse,crew;culture;hand;hse;in;industrial-energy-safety;industrial-equipment;oil-gas-energy;or;people-hr-workforce;protection;representing;safety;safety-hse;safety-workers;workers;workforce,png/512/industrial-energy-safety/industrial-energy-safety-005.png
industrial-energy-safety-006,Globe Oil Drop,globe-oil-drop,"Globe with oil drop, representing global energy, environment, or oil resources.",Globe with oil drop.,industrial-energy-safety,"Industrial, Energy & Safety",10,6,digital-it-security,digital-it-security;industrial-equipment;oil-gas-energy;safety-hse;sustainability-environment,digital-it-security;drop;energy;environment;global;globe;globe-oil-drop;industrial-energy-safety;industrial-equipment;oil;oil-gas-energy;or;representing;resources;safety-hse;sustainability-environment;with,png/512/industrial-energy-safety/industrial-energy-safety-006.png
industrial-energy-safety-007,Workboat Vessel,workboat-vessel,"Small vessel or workboat, representing marine support, offshore logistics, or transport.",Small vessel or workboat.,industrial-energy-safety,"Industrial, Energy & Safety",10,7,communication-support,communication-support;industrial-equipment;logistics-transport;offshore-marine;oil-gas-energy;safety-hse,communication-support;industrial-energy-safety;industrial-equipment;logistics;logistics-transport;marine;offshore;offshore-marine;oil-gas-energy;or;representing;safety-hse;small;support;transport;vessel;workboat;workboat-vessel,png/512/industrial-energy-safety/industrial-energy-safety-007.png
industrial-energy-safety-008,Flame Sign,flame-sign,"Flame inside square, representing fire hazard, flammable material, or energy.",Flame inside square.,industrial-energy-safety,"Industrial, Energy & Safety",10,8,industrial-equipment,industrial-equipment;oil-gas-energy;safety-hse,energy;fire;flame;flame-sign;flammable;hazard;industrial-energy-safety;industrial-equipment;inside;material;oil-gas-energy;or;representing;safety-hse;square,png/512/industrial-energy-safety/industrial-energy-safety-008.png
industrial-energy-safety-009,Oil Clipboard,oil-clipboard,"Clipboard with oil drop, representing oil report, inspection checklist, or compliance document.",Clipboard with oil drop.,industrial-energy-safety,"Industrial, Energy & Safety",10,9,analytics-reporting,analytics-reporting;digital-it-security;documents-files-records;industrial-equipment;legal-compliance-governance;oil-gas-energy;safety-hse,analytics-reporting;checklist;clipboard;compliance;digital-it-security;document;documents-files-records;drop;industrial-energy-safety;industrial-equipment;inspection;legal-compliance-governance;oil;oil-clipboard;oil-gas-energy;or;report;representing;safety-hse;with,png/512/industrial-energy-safety/industrial-energy-safety-009.png
industrial-energy-safety-010,Performance Speedometer,performance-speedometer,"Speedometer with upward arrow, representing performance improvement, speed, or efficiency.",Speedometer with upward arrow.,industrial-energy-safety,"Industrial, Energy & Safety",10,10,analytics-reporting,analytics-reporting;digital-it-security;documents-files-records;industrial-equipment;innovation-growth;oil-gas-energy;safety-hse,analytics-reporting;arrow;digital-it-security;documents-files-records;efficiency;improvement;industrial-energy-safety;industrial-equipment;innovation-growth;oil-gas-energy;or;performance;performance-speedometer;representing;safety-hse;speed;speedometer;upward;with,png/512/industrial-energy-safety/industrial-energy-safety-010.png
industrial-energy-safety-011,Recycle Oil Drop,recycle-oil-drop,"Recycle symbol with oil drop, representing environmental management, recycling, or sustainability.",Recycle symbol with oil drop.,industrial-energy-safety,"Industrial, Energy & Safety",10,11,digital-it-security,digital-it-security;industrial-equipment;oil-gas-energy;safety-hse;sustainability-environment,digital-it-security;drop;environmental;industrial-energy-safety;industrial-equipment;management;oil;oil-gas-energy;or;recycle;recycle-oil-drop;recycling;representing;safety-hse;sustainability;sustainability-environment;symbol;with,png/512/industrial-energy-safety/industrial-energy-safety-011.png
industrial-energy-safety-012,Trainer Presentation,trainer-presentation,"Person presenting board, representing training, safety briefing, or instructor-led session.",Person presenting board.,industrial-energy-safety,"Industrial, Energy & Safety",10,12,industrial-equipment,industrial-equipment;learning-education;oil-gas-energy;people-hr-workforce;safety-hse,board;briefing;industrial-energy-safety;industrial-equipment;instructor;learning-education;led;oil-gas-energy;or;people-hr-workforce;person;presenting;representing;safety;safety-hse;session;trainer-presentation;training,png/512/industrial-energy-safety/industrial-energy-safety-012.png
industrial-energy-safety-013,Growth Bars,growth-bars,"Bar chart with upward arrow, representing operational improvement, performance, or growth.",Bar chart with upward arrow.,industrial-energy-safety,"Industrial, Energy & Safety",10,13,analytics-reporting,analytics-reporting;design-creative-assets;digital-it-security;documents-files-records;industrial-equipment;innovation-growth;oil-gas-energy;safety-hse,analytics-reporting;arrow;bar;chart;design-creative-assets;digital-it-security;documents-files-records;growth;growth-bars;improvement;industrial-energy-safety;industrial-equipment;innovation-growth;oil-gas-energy;operational;or;performance;representing;safety-hse;upward;with,png/512/industrial-energy-safety/industrial-energy-safety-013.png
industrial-energy-safety-014,Saudi Office Worker Shmagh,saudi-office-worker-shmagh,"Saudi office worker wearing traditional shmagh/head covering, representing Saudi employees, corporate staff, local talent, Saudization, or candidate profile.",Saudi office worker wearing traditional shmagh.,industrial-energy-safety,"Industrial, Energy & Safety",10,14,office-corporate,office-corporate;people-hr-workforce;recruitment-talent;saudization-local-talent,candidate;corporate;covering;employees;head;industrial-energy-safety;industrial-equipment;local;office;office-corporate;or;people-hr-workforce;profile;recruitment-talent;representing;saudi;saudi-office-worker-shmagh;saudization;saudization-local-talent;shmagh;staff;talent;traditional;wearing;worker,png/512/industrial-energy-safety/industrial-energy-safety-014.png
industrial-energy-safety-015,Worker Question,worker-question,"Person with question bubble, representing worker inquiry, help, or safety question.",Person with question bubble.,industrial-energy-safety,"Industrial, Energy & Safety",10,15,communication-support,communication-support;design-creative-assets;digital-it-security;industrial-equipment;oil-gas-energy;people-hr-workforce;safety-hse,bubble;communication-support;design-creative-assets;digital-it-security;help;industrial-energy-safety;industrial-equipment;inquiry;oil-gas-energy;or;people-hr-workforce;person;question;representing;safety;safety-hse;with;worker;worker-question,png/512/industrial-energy-safety/industrial-energy-safety-015.png
industrial-energy-safety-016,Offshore Rig Crane,offshore-rig-crane,"Offshore rig with crane, representing offshore drilling, construction, or platform operations.",Offshore rig with crane.,industrial-energy-safety,"Industrial, Energy & Safety",10,16,digital-it-security,digital-it-security;documents-files-records;drilling-rigs-wells;industrial-equipment;offshore-marine;oil-gas-energy;safety-hse,construction;crane;digital-it-security;documents-files-records;drilling;drilling-rigs-wells;industrial-energy-safety;industrial-equipment;offshore;offshore-marine;offshore-rig-crane;oil-gas-energy;operations;or;platform;representing;rig;safety-hse;with,png/512/industrial-energy-safety/industrial-energy-safety-016.png
industrial-energy-safety-017,Crane Truck,crane-truck,"Crane truck, representing heavy lifting, transport, logistics, or equipment mobilization.",Crane truck.,industrial-energy-safety,"Industrial, Energy & Safety",10,17,design-creative-assets,design-creative-assets;industrial-equipment;logistics-transport;oil-gas-energy;safety-hse,crane;crane-truck;design-creative-assets;equipment;heavy;industrial-energy-safety;industrial-equipment;lifting;logistics;logistics-transport;mobilization;oil-gas-energy;or;representing;safety-hse;transport;truck,png/512/industrial-energy-safety/industrial-energy-safety-017.png
industrial-energy-safety-018,Site Operator,site-operator,"Industrial, Energy & Safety icon for site operator: Industrial, safety, field operation, equipment, energy system, facility, or Saudi workplace icon.","Industrial, Energy & Safety icon for site operator: Industrial, safety, field operation, equipment, energy system, facility, or Saudi workplace icon.",industrial-energy-safety,"Industrial, Energy & Safety",10,18,digital-it-security,digital-it-security;drilling-rigs-wells;facilities-infrastructure;industrial-equipment;oil-gas-energy;safety-hse;saudization-local-talent,digital-it-security;drilling-rigs-wells;energy;equipment;facilities-infrastructure;facility;field;for;icon;industrial;industrial-energy-safety;industrial-equipment;oil-gas-energy;operation;operator;or;safety;safety-hse;saudi;saudization-local-talent;site;site-operator;system;workplace,png/512/industrial-energy-safety/industrial-energy-safety-018.png
industrial-energy-safety-019,Drilling Equipment,drilling-equipment,"Industrial, Energy & Safety icon for drilling equipment: Industrial, safety, field operation, equipment, energy system, facility, or Saudi workplace icon.","Industrial, Energy & Safety icon for drilling equipment: Industrial, safety, field operation, equipment, energy system, facility, or Saudi workplace icon.",industrial-energy-safety,"Industrial, Energy & Safety",10,19,digital-it-security,digital-it-security;drilling-rigs-wells;facilities-infrastructure;industrial-equipment;oil-gas-energy;safety-hse;saudization-local-talent,digital-it-security;drilling;drilling-equipment;drilling-rigs-wells;energy;equipment;facilities-infrastructure;facility;field;for;icon;industrial;industrial-energy-safety;industrial-equipment;oil-gas-energy;operation;or;safety;safety-hse;saudi;saudization-local-talent;system;workplace,png/512/industrial-energy-safety/industrial-energy-safety-019.png
industrial-energy-safety-020,Industrial Network,industrial-network,"Industrial, Energy & Safety icon for industrial network: Industrial, safety, field operation, equipment, energy system, facility, or Saudi workplace icon.","Industrial, Energy & Safety icon for industrial network: Industrial, safety, field operation, equipment, energy system, facility, or Saudi workplace icon.",industrial-energy-safety,"Industrial, Energy & Safety",10,20,digital-it-security,digital-it-security;drilling-rigs-wells;facilities-infrastructure;industrial-equipment;oil-gas-energy;safety-hse;saudization-local-talent,digital-it-security;drilling-rigs-wells;energy;equipment;facilities-infrastructure;facility;field;for;icon;industrial;industrial-energy-safety;industrial-equipment;industrial-network;network;oil-gas-energy;operation;or;safety;safety-hse;saudi;saudization-local-talent;system;workplace,png/512/industrial-energy-safety/industrial-energy-safety-020.png
